Date,Time,Low Range (μS/cm) c:1 3,High Range (μS/cm) c:1 3
07/27/21,07:45:00,33296.1,30972.1
07/27/21,08:00:00,33296.1,31012.5
07/27/21,08:15:00,33296.1,31042.8
07/27/21,08:30:00,33296.1,31360.5
07/27/21,08:45:00,33296.1,31541.1
07/27/21,09:00:00,33296.1,31777.1
07/27/21,09:15:00,33296.1,31998.8
07/27/21,09:30:00,33296.1,31995.2
07/27/21,09:45:00,33296.1,32081.9
07/27/21,10:00:00,33296.1,32337.5
07/27/21,10:15:00,33296.1,32433.5
07/27/21,10:30:00,33296.1,32389.1
07/27/21,10:45:00,33296.1,32485.4
07/27/21,11:00:00,33296.1,32574.9
07/27/21,11:15:00,33296.1,32728.9
07/27/21,11:30:00,33296.1,32838.7
07/27/21,11:45:00,33296.1,33029.8
07/27/21,12:00:00,33296.1,32964.6
07/27/21,12:15:00,33296.1,33219.3
07/27/21,12:30:00,33296.1,33301.2
07/27/21,12:45:00,33296.1,33482.1
07/27/21,13:00:00,33296.1,33597.1
07/27/21,13:15:00,33296.1,33870.0
07/27/21,13:30:00,33296.1,34004.0
07/27/21,13:45:00,33296.1,34094.0
07/27/21,14:00:00,33296.1,34341.8
07/27/21,14:15:00,33296.1,34576.2
07/27/21,14:30:00,33296.1,34732.9
07/27/21,14:45:00,33296.1,34775.5
07/27/21,15:00:00,33296.1,34779.8
07/27/21,15:15:00,33296.1,34788.3
07/27/21,15:30:00,33296.1,34660.7
07/27/21,15:45:00,33296.1,34387.6
07/27/21,16:00:00,33296.1,34057.1
07/27/21,16:15:00,33296.1,34370.9
07/27/21,16:30:00,33296.1,33470.2
07/27/21,16:45:00,33296.1,33114.6
07/27/21,17:00:00,33296.1,32604.8
07/27/21,17:15:00,33296.1,32400.2
07/27/21,17:30:00,33296.1,32256.7
07/27/21,17:45:00,33296.1,31402.0
07/27/21,18:00:00,33296.1,31319.1
07/27/21,18:15:00,33296.1,31141.2
07/27/21,18:30:00,33296.1,30988.9
07/27/21,18:45:00,33296.1,31076.7
07/27/21,19:00:00,33296.1,31134.4
07/27/21,19:15:00,33296.1,31158.2
07/27/21,19:30:00,33296.1,31301.9
07/27/21,19:45:00,33296.1,31534.1
07/27/21,20:00:00,33296.1,31165.0
07/27/21,20:15:00,33296.1,30821.5
07/27/21,20:30:00,33296.1,30791.6
07/27/21,20:45:00,33296.1,30682.4
07/27/21,21:00:00,33296.1,30705.5
07/27/21,21:15:00,33296.1,30682.4
07/27/21,21:30:00,33296.1,30580.6
07/27/21,21:45:00,33296.1,30659.4
07/27/21,22:00:00,33296.1,30603.5
07/27/21,22:15:00,33296.1,30642.9
07/27/21,22:30:00,33296.1,30603.5
07/27/21,22:45:00,33296.1,30626.5
07/27/21,23:00:00,33296.1,30659.4
07/27/21,23:15:00,33296.1,30712.1
07/27/21,23:30:00,33296.1,30705.5
07/27/21,23:45:00,33296.1,30712.1
07/28/21,00:00:00,33296.1,30965.3
07/28/21,00:15:00,33296.1,31357.0
07/28/21,00:30:00,33296.1,31391.6
07/28/21,00:45:00,33296.1,31499.2
07/28/21,01:00:00,33296.1,31780.7
07/28/21,01:15:00,33296.1,31841.1
07/28/21,01:30:00,33296.1,31816.2
07/28/21,01:45:00,33296.1,31901.9
07/28/21,02:00:00,33296.1,31909.0
07/28/21,02:15:00,33296.1,31891.1
07/28/21,02:30:00,33296.1,31934.1
07/28/21,02:45:00,33296.1,32114.5
07/28/21,03:00:00,33296.1,32169.0
07/28/21,03:15:00,33296.1,32132.7
07/28/21,03:30:00,33296.1,32139.9
07/28/21,03:45:00,33296.1,32139.9
07/28/21,04:00:00,33296.1,32176.3
07/28/21,04:15:00,33296.1,32150.8
07/28/21,04:30:00,33296.1,32089.1
07/28/21,04:45:00,33296.1,32071.0
07/28/21,05:00:00,33296.1,32056.5
07/28/21,05:15:00,33296.1,32013.2
07/28/21,05:30:00,33296.1,31970.0
07/28/21,05:45:00,33296.1,31952.1
07/28/21,06:00:00,33296.1,31919.8
07/28/21,06:15:00,33296.1,31816.2
07/28/21,06:30:00,33296.1,31663.9
07/28/21,06:45:00,33296.1,31541.1
07/28/21,07:00:00,33296.1,31042.8
07/28/21,07:15:00,33296.1,31188.9
07/28/21,07:30:00,33296.1,31165.0
07/28/21,07:45:00,33296.1,31171.8
07/28/21,08:00:00,33296.1,31188.9
07/28/21,08:15:00,33296.1,31219.6
07/28/21,08:30:00,33296.1,31205.9
07/28/21,08:45:00,33296.1,31277.9
07/28/21,09:00:00,33296.1,31284.7
07/28/21,09:15:00,33296.1,31312.2
07/28/21,09:30:00,33296.1,31402.0
07/28/21,09:45:00,33296.1,31667.5
07/28/21,10:00:00,33296.1,31912.6
07/28/21,10:15:00,33296.1,32038.5
07/28/21,10:30:00,33296.1,32212.8
07/28/21,10:45:00,33296.1,32319.1
07/28/21,11:00:00,33296.1,32415.0
07/28/21,11:15:00,33296.1,32507.7
07/28/21,11:30:00,33296.1,32586.1
07/28/21,11:45:00,33296.1,32694.9
07/28/21,12:00:00,33296.1,32759.1
07/28/21,12:15:00,33296.1,32876.7
07/28/21,12:30:00,33296.1,32876.7
07/28/21,12:45:00,33296.1,32976.1
07/28/21,13:00:00,33296.1,33041.3
07/28/21,13:15:00,33296.1,33079.9
07/28/21,13:30:00,33296.1,33192.1
07/28/21,13:45:00,33296.1,33227.1
07/28/21,14:00:00,33296.1,33399.3
07/28/21,14:15:00,33296.1,33521.7
07/28/21,14:30:00,33296.1,33656.9
07/28/21,14:45:00,33296.1,33793.3
07/28/21,15:00:00,33296.1,33841.7
07/28/21,15:15:00,33296.1,34044.9
07/28/21,15:30:00,33296.1,33963.3
07/28/21,15:45:00,33296.1,34061.2
07/28/21,16:00:00,33296.1,33930.8
07/28/21,16:15:00,33296.1,33971.5
07/28/21,16:30:00,33296.1,33926.7
07/28/21,16:45:00,33296.1,33367.8
07/28/21,17:00:00,33296.1,33161.1
07/28/21,17:15:00,33296.1,32861.5
07/28/21,17:30:00,33296.1,32676.1
07/28/21,17:45:00,33296.1,32194.5
07/28/21,18:00:00,33296.1,32107.2
07/28/21,18:15:00,33296.1,31894.7
07/28/21,18:30:00,33296.1,31802.0
07/28/21,18:45:00,33296.1,31492.3
07/28/21,19:00:00,33296.1,31433.2
07/28/21,19:15:00,33296.1,31319.1
07/28/21,19:30:00,33296.1,31260.7
07/28/21,19:45:00,33296.1,31391.6
07/28/21,20:00:00,33296.1,31541.1
07/28/21,20:15:00,33296.1,31639.3
07/28/21,20:30:00,33296.1,31713.4
07/28/21,20:45:00,33296.1,31632.3
07/28/21,21:00:00,33296.1,31506.2
07/28/21,21:15:00,33296.1,31408.9
07/28/21,21:30:00,33296.1,31357.0
07/28/21,21:45:00,33296.1,31301.9
07/28/21,22:00:00,33296.1,31243.6
07/28/21,22:15:00,33296.1,31178.6
07/28/21,22:30:00,33296.1,31154.8
07/28/21,22:45:00,33296.1,31100.4
07/28/21,23:00:00,33296.1,31090.2
07/28/21,23:15:00,33296.1,31083.4
07/28/21,23:30:00,33296.1,31042.8
07/28/21,23:45:00,33296.1,30891.6
07/29/21,00:00:00,33296.1,30854.8
07/29/21,00:15:00,33296.1,30931.8
07/29/21,00:30:00,33296.1,31059.7
07/29/21,00:45:00,33296.1,31405.5
07/29/21,01:00:00,33296.1,31916.2
07/29/21,01:15:00,33296.1,32002.4
07/29/21,01:30:00,33296.1,32096.4
07/29/21,01:45:00,33296.1,32209.1
07/29/21,02:00:00,33296.1,32260.3
07/29/21,02:15:00,33296.1,32253.0
07/29/21,02:30:00,33296.1,32260.3
07/29/21,02:45:00,33296.1,32271.3
07/29/21,03:00:00,33296.1,32253.0
07/29/21,03:15:00,33296.1,32304.4
07/29/21,03:30:00,33296.1,32278.7
07/29/21,03:45:00,33296.1,32297.0
07/29/21,04:00:00,33296.1,32341.1
07/29/21,04:15:00,33296.1,32315.4
07/29/21,04:30:00,33296.1,32341.1
07/29/21,04:45:00,33296.1,32315.4
07/29/21,05:00:00,33296.1,32315.4
07/29/21,05:15:00,33296.1,32322.7
07/29/21,05:30:00,33296.1,32286.0
07/29/21,05:45:00,33296.1,32289.7
07/29/21,06:00:00,33296.1,32234.7
07/29/21,06:15:00,33296.1,32176.3
07/29/21,06:30:00,33296.1,32139.9
07/29/21,06:45:00,33296.1,32150.8
07/29/21,07:00:00,33296.1,32183.6
07/29/21,07:15:00,33296.1,32063.8
07/29/21,07:30:00,33296.1,32009.6
07/29/21,07:45:00,33296.1,31970.0
07/29/21,08:00:00,33296.1,31891.1
07/29/21,08:15:00,33296.1,31841.1
07/29/21,08:30:00,33296.1,31809.1
07/29/21,08:45:00,33296.1,31823.3
07/29/21,09:00:00,33296.1,31841.1
07/29/21,09:15:00,33296.1,31866.1
07/29/21,09:30:00,33296.1,31919.8
07/29/21,09:45:00,33296.1,31919.8
07/29/21,10:00:00,33296.1,31919.8
07/29/21,10:15:00,33296.1,31926.9
07/29/21,10:30:00,33296.1,32081.9
07/29/21,10:45:00,33296.1,32256.7
07/29/21,11:00:00,33296.1,32389.1
07/29/21,11:15:00,33296.1,32407.6
07/29/21,11:30:00,33296.1,32522.6
07/29/21,11:45:00,33296.1,32567.4
07/29/21,12:00:00,33296.1,32548.7
07/29/21,12:15:00,33296.1,32774.2
07/29/21,12:30:00,33296.1,32876.7
07/29/21,12:45:00,33296.1,32976.1
07/29/21,13:00:00,33296.1,33068.3
07/29/21,13:15:00,33296.1,33095.3
07/29/21,13:30:00,33296.1,33141.7
07/29/21,13:45:00,33296.1,33188.2
07/29/21,14:00:00,33296.1,33254.4
07/29/21,14:15:00,33296.1,33352.1
07/29/21,14:30:00,33296.1,33438.7
07/29/21,14:45:00,33296.1,33371.8
07/29/21,15:00:00,33296.1,33458.4
07/29/21,15:15:00,33296.1,33525.6
07/29/21,15:30:00,33296.1,33645.0
07/29/21,15:45:00,33296.1,33605.1
07/29/21,16:00:00,33296.1,33633.0
07/29/21,16:15:00,33296.1,33729.0
07/29/21,16:30:00,33296.1,33713.0
07/29/21,16:45:00,33296.1,33645.0
07/29/21,17:00:00,33296.1,33645.0
07/29/21,17:15:00,33296.1,33395.3
07/29/21,17:30:00,33296.1,33134.0
07/29/21,17:45:00,33296.1,33049.0
07/29/21,18:00:00,33296.1,32717.5
07/29/21,18:15:00,33296.1,32556.2
07/29/21,18:30:00,33296.1,32300.7
07/29/21,18:45:00,33296.1,32038.5
07/29/21,19:00:00,33296.1,31995.2
07/29/21,19:15:00,33296.1,32063.8
07/29/21,19:30:00,33296.1,31977.2
07/29/21,19:45:00,33296.1,32052.9
07/29/21,20:00:00,33296.1,31952.1
07/29/21,20:15:00,33296.1,32020.4
07/29/21,20:30:00,33296.1,31941.3
07/29/21,20:45:00,33296.1,31941.3
07/29/21,21:00:00,33296.1,31841.1
07/29/21,21:15:00,33296.1,31848.3
07/29/21,21:30:00,33296.1,31873.3
07/29/21,21:45:00,33296.1,31855.4
07/29/21,22:00:00,33296.1,31812.7
07/29/21,22:15:00,33296.1,31873.3
07/29/21,22:30:00,33296.1,31873.3
07/29/21,22:45:00,33296.1,31823.3
07/29/21,23:00:00,33296.1,31823.3
07/29/21,23:15:00,33296.1,31841.1
07/29/21,23:30:00,33296.1,31837.6
07/29/21,23:45:00,33296.1,31848.3
07/30/21,00:00:00,33296.1,31880.4
07/30/21,00:15:00,33296.1,31855.4
07/30/21,00:30:00,33296.1,31823.3
07/30/21,00:45:00,33296.1,32042.1
07/30/21,01:00:00,33296.1,32278.7
07/30/21,01:15:00,33296.1,32311.7
07/30/21,01:30:00,33296.1,32374.3
07/30/21,01:45:00,33296.1,32481.7
07/30/21,02:00:00,33296.1,32623.5
07/30/21,02:15:00,33296.1,32661.1
07/30/21,02:30:00,33296.1,32657.3
07/30/21,02:45:00,33296.1,32876.7
07/30/21,03:00:00,33296.1,32930.1
07/30/21,03:15:00,33296.1,32895.8
07/30/21,03:30:00,33296.1,32941.6
07/30/21,03:45:00,33296.1,32713.8
07/30/21,04:00:00,33296.1,32552.5
07/30/21,04:15:00,33296.1,32444.6
07/30/21,04:30:00,33296.1,32311.7
07/30/21,04:45:00,33296.1,32366.9
07/30/21,05:00:00,33296.1,32400.2
07/30/21,05:15:00,33296.1,32322.7
07/30/21,05:30:00,33296.1,32374.3
07/30/21,05:45:00,33296.1,32311.7
07/30/21,06:00:00,33296.1,32278.7
07/30/21,06:15:00,33296.1,32223.8
07/30/21,06:30:00,33296.1,32234.7
07/30/21,06:45:00,33296.1,32085.5
07/30/21,07:00:00,33296.1,32253.0
07/30/21,07:15:00,33296.1,32341.1
07/30/21,07:30:00,33296.1,32429.8
07/30/21,07:45:00,33296.1,32604.8
07/30/21,08:00:00,33296.1,32474.3
07/30/21,08:15:00,33296.1,32481.7
07/30/21,08:30:00,33296.1,32348.5
07/30/21,08:45:00,33296.1,32315.4
07/30/21,09:00:00,33296.1,32289.7
07/30/21,09:15:00,33296.1,32297.0
07/30/21,09:30:00,33296.1,32271.3
07/30/21,09:45:00,33296.1,32183.6
07/30/21,10:00:00,33296.1,32132.7
07/30/21,10:15:00,33296.1,31995.2
07/30/21,10:30:00,33296.1,31805.5
07/30/21,10:45:00,33296.1,31977.2
07/30/21,11:00:00,33296.1,32071.0
07/30/21,11:15:00,33296.1,32187.3
07/30/21,11:30:00,33296.1,32370.6
07/30/21,11:45:00,33296.1,32459.4
07/30/21,12:00:00,33296.1,32459.4
07/30/21,12:15:00,33296.1,32466.9
07/30/21,12:30:00,33296.1,32485.4
07/30/21,12:45:00,33296.1,32515.2
07/30/21,13:00:00,33296.1,32559.9
07/30/21,13:15:00,33296.1,32612.3
07/30/21,13:30:00,33296.1,33006.7
07/30/21,13:45:00,33296.1,33219.3
07/30/21,14:00:00,33296.1,33301.2
07/30/21,14:15:00,33296.1,33320.8
07/30/21,14:30:00,33296.1,33407.1
07/30/21,14:45:00,33296.1,33379.6
07/30/21,15:00:00,33296.1,33474.2
07/30/21,15:15:00,33296.1,33474.2
07/30/21,15:30:00,33296.1,33486.0
07/30/21,15:45:00,33296.1,33466.3
07/30/21,16:00:00,33296.1,33486.0
07/30/21,16:15:00,33296.1,33537.5
07/30/21,16:30:00,33296.1,33537.5
07/30/21,16:45:00,33296.1,33537.5
07/30/21,17:00:00,33296.1,33680.9
07/30/21,17:15:00,33296.1,33585.2
07/30/21,17:30:00,33296.1,33692.9
07/30/21,17:45:00,33296.1,33633.0
07/30/21,18:00:00,33296.1,33430.8
07/30/21,18:15:00,33296.1,33072.2
07/30/21,18:30:00,33296.1,32861.5
07/30/21,18:45:00,33296.1,32751.5
07/30/21,19:00:00,33296.1,32563.7
07/30/21,19:15:00,33296.1,32552.5
07/30/21,19:30:00,33296.1,32403.9
07/30/21,19:45:00,33296.1,32315.4
07/30/21,20:00:00,33296.1,32209.1
07/30/21,20:15:00,33296.1,32045.7
07/30/21,20:30:00,33296.1,31959.2
07/30/21,20:45:00,33296.1,31966.4
07/30/21,21:00:00,33296.1,31973.6
07/30/21,21:15:00,33296.1,32027.7
07/30/21,21:30:00,33296.1,32002.4
07/30/21,21:45:00,33296.1,31991.6
07/30/21,22:00:00,33296.1,32016.8
07/30/21,22:15:00,33296.1,31959.2
07/30/21,22:30:00,33296.1,31984.4
07/30/21,22:45:00,33296.1,31973.6
07/30/21,23:00:00,33296.1,32016.8
07/30/21,23:15:00,33296.1,31984.4
07/30/21,23:30:00,33296.1,32042.1
07/30/21,23:45:00,33296.1,31991.6
07/31/21,00:00:00,33296.1,32103.6
07/31/21,00:15:00,33296.1,32027.7
07/31/21,00:30:00,33296.1,32110.9
07/31/21,00:45:00,33296.1,32172.7
07/31/21,01:00:00,33296.1,32286.0
07/31/21,01:15:00,33296.1,32407.6
07/31/21,01:30:00,33296.1,32541.3
07/31/21,01:45:00,33296.1,32638.5
07/31/21,02:00:00,33296.1,32774.2
07/31/21,02:15:00,33296.1,32892.0
07/31/21,02:30:00,33296.1,33068.3
07/31/21,02:45:00,33296.1,33227.1
07/31/21,03:00:00,33296.1,33207.7
07/31/21,03:15:00,33296.1,33215.4
07/31/21,03:30:00,33296.1,33095.3
07/31/21,03:45:00,33296.1,33087.6
07/31/21,04:00:00,33296.1,33049.0
07/31/21,04:15:00,33296.1,32995.2
07/31/21,04:30:00,33296.1,32995.2
07/31/21,04:45:00,33296.1,32968.4
07/31/21,05:00:00,33296.1,32976.1
07/31/21,05:15:00,33296.1,33014.4
07/31/21,05:30:00,33296.1,33014.4
07/31/21,05:45:00,33296.1,33022.1
07/31/21,06:00:00,33296.1,32968.4
07/31/21,06:15:00,33296.1,32911.0
07/31/21,06:30:00,33296.1,32930.1
07/31/21,06:45:00,33296.1,32876.7
07/31/21,07:00:00,33296.1,32876.7
07/31/21,07:15:00,33296.1,32766.6
07/31/21,07:30:00,33296.1,32831.1
07/31/21,07:45:00,33296.1,32774.2
07/31/21,08:00:00,33296.1,32785.6
07/31/21,08:15:00,33296.1,32857.7
07/31/21,08:30:00,33296.1,32976.1
07/31/21,08:45:00,33296.1,32976.1
07/31/21,09:00:00,33296.1,33106.9
07/31/21,09:15:00,33296.1,32960.7
07/31/21,09:30:00,33296.1,32949.3
07/31/21,09:45:00,33296.1,32857.7
07/31/21,10:00:00,33296.1,32842.5
07/31/21,10:15:00,33296.1,32676.1
07/31/21,10:30:00,33296.1,32552.5
07/31/21,10:45:00,33296.1,32463.1
07/31/21,11:00:00,33296.1,32348.5
07/31/21,11:15:00,33296.1,32297.0
07/31/21,11:30:00,33296.1,32139.9
07/31/21,11:45:00,33296.1,31984.4
07/31/21,12:00:00,33296.1,32002.4
07/31/21,12:15:00,33296.1,32009.6
07/31/21,12:30:00,33296.1,31959.2
07/31/21,12:45:00,33296.1,32002.4
07/31/21,13:00:00,33296.1,31898.3
07/31/21,13:15:00,33296.1,31891.1
07/31/21,13:30:00,33296.1,31873.3
07/31/21,13:45:00,33296.1,32096.4
07/31/21,14:00:00,33296.1,32114.5
07/31/21,14:15:00,33296.1,32052.9
07/31/21,14:30:00,33296.1,32085.5
07/31/21,14:45:00,33296.1,32103.6
07/31/21,15:00:00,33296.1,32158.1
07/31/21,15:15:00,33296.1,32260.3
07/31/21,15:30:00,33296.1,32571.1
07/31/21,15:45:00,33296.1,32785.6
07/31/21,16:00:00,33296.1,32850.1
07/31/21,16:15:00,33296.1,32785.6
07/31/21,16:30:00,33296.1,32778.0
07/31/21,16:45:00,33296.1,32721.3
07/31/21,17:00:00,33296.1,32623.5
07/31/21,17:15:00,33296.1,32597.3
07/31/21,17:30:00,33296.1,32634.8
07/31/21,17:45:00,33296.1,32604.8
07/31/21,18:00:00,33296.1,32526.4
07/31/21,18:15:00,33296.1,32418.7
07/31/21,18:30:00,33296.1,32515.2
07/31/21,18:45:00,33296.1,32366.9
07/31/21,19:00:00,33296.1,32374.3
07/31/21,19:15:00,33296.1,32216.5
07/31/21,19:30:00,33296.1,32172.7
07/31/21,19:45:00,33296.1,32096.4
07/31/21,20:00:00,33296.1,32096.4
07/31/21,20:15:00,33296.1,32009.6
07/31/21,20:30:00,33296.1,31984.4
07/31/21,20:45:00,33296.1,31898.3
07/31/21,21:00:00,33296.1,31873.3
07/31/21,21:15:00,33296.1,31873.3
07/31/21,21:30:00,33296.1,31823.3
07/31/21,21:45:00,33296.1,31762.9
07/31/21,22:00:00,33296.1,31812.7
07/31/21,22:15:00,33296.1,31780.7
07/31/21,22:30:00,33296.1,31562.1
07/31/21,22:45:00,33296.1,31339.8
07/31/21,23:00:00,33296.1,31702.8
07/31/21,23:15:00,33296.1,31702.8
07/31/21,23:30:00,33296.1,31611.2
07/31/21,23:45:00,33296.1,31695.7
08/01/21,00:00:00,33296.1,31660.4
08/01/21,00:15:00,33296.1,31695.7
08/01/21,00:30:00,33296.1,31966.4
08/01/21,00:45:00,33296.1,31973.6
08/01/21,01:00:00,33296.1,32190.9
08/01/21,01:15:00,33296.1,32242.0
08/01/21,01:30:00,33296.1,32426.1
08/01/21,01:45:00,33296.1,32612.3
08/01/21,02:00:00,33296.1,32694.9
08/01/21,02:15:00,33296.1,32747.7
08/01/21,02:30:00,33296.1,32819.7
08/01/21,02:45:00,33296.1,32850.1
08/01/21,03:00:00,33296.1,32850.1
08/01/21,03:15:00,33296.1,32823.5
08/01/21,03:30:00,33296.1,32831.1
08/01/21,03:45:00,33296.1,32751.5
08/01/21,04:00:00,33296.1,32778.0
08/01/21,04:15:00,33296.1,32941.6
08/01/21,04:30:00,33296.1,33033.7
08/01/21,04:45:00,33296.1,33026.0
08/01/21,05:00:00,33296.1,32987.6
08/01/21,05:15:00,33296.1,33014.4
08/01/21,05:30:00,33296.1,33006.7
08/01/21,05:45:00,33296.1,33068.3
08/01/21,06:00:00,33296.1,33079.9
08/01/21,06:15:00,33296.1,33072.2
08/01/21,06:30:00,33296.1,33052.9
08/01/21,06:45:00,33296.1,33033.7
08/01/21,07:00:00,33296.1,33041.3
08/01/21,07:15:00,33296.1,33052.9
08/01/21,07:30:00,33296.1,33026.0
08/01/21,07:45:00,33296.1,32995.2
08/01/21,08:00:00,33296.1,33014.4
08/01/21,08:15:00,33296.1,32987.6
08/01/21,08:30:00,33296.1,32979.9
08/01/21,08:45:00,33296.1,33045.2
08/01/21,09:00:00,33296.1,32972.2
08/01/21,09:15:00,33296.1,32945.4
08/01/21,09:30:00,33296.1,32926.3
08/01/21,09:45:00,33296.1,32850.1
08/01/21,10:00:00,33296.1,32770.4
08/01/21,10:15:00,33296.1,32571.1
08/01/21,10:30:00,33296.1,32455.7
08/01/21,10:45:00,33296.1,32429.8
08/01/21,11:00:00,33296.1,32385.4
08/01/21,11:15:00,33296.1,32096.4
08/01/21,11:30:00,33296.1,31934.1
08/01/21,11:45:00,33296.1,31901.9
08/01/21,12:00:00,33296.1,31848.3
08/01/21,12:15:00,33296.1,31848.3
08/01/21,12:30:00,33296.1,31816.2
08/01/21,12:45:00,33296.1,31646.3
08/01/21,13:00:00,33296.1,31699.2
08/01/21,13:15:00,33296.1,31766.5
08/01/21,13:30:00,33296.1,31706.3
08/01/21,13:45:00,33296.1,31663.9
08/01/21,14:00:00,33296.1,31639.3
08/01/21,14:15:00,33296.1,31699.2
08/01/21,14:30:00,33296.1,31724.0
08/01/21,14:45:00,33296.1,31731.0
08/01/21,15:00:00,33296.1,31663.9
08/01/21,15:15:00,33296.1,31706.3
08/01/21,15:30:00,33296.1,31688.6
08/01/21,15:45:00,33296.1,31699.2
08/01/21,16:00:00,33296.1,31866.1
08/01/21,16:15:00,33296.1,32100.0
08/01/21,16:30:00,33296.1,32150.8
08/01/21,16:45:00,33296.1,31984.4
08/01/21,17:00:00,33296.1,31884.0
08/01/21,17:15:00,33296.1,31909.0
08/01/21,17:30:00,33296.1,31977.2
08/01/21,17:45:00,33296.1,31977.2
08/01/21,18:00:00,33296.1,32020.4
08/01/21,18:15:00,33296.1,32045.7
08/01/21,18:30:00,33296.1,31984.4
08/01/21,18:45:00,33296.1,31866.1
08/01/21,19:00:00,33296.1,31891.1
08/01/21,19:15:00,33296.1,31916.2
08/01/21,19:30:00,33296.1,31471.4
08/01/21,19:45:00,33296.1,31816.2
08/01/21,20:00:00,33296.1,31816.2
08/01/21,20:15:00,33296.1,31873.3
08/01/21,20:30:00,33296.1,31898.3
08/01/21,20:45:00,33296.1,31941.3
08/01/21,21:00:00,33296.1,31823.3
08/01/21,21:15:00,33296.1,31780.7
08/01/21,21:30:00,33296.1,31812.7
08/01/21,21:45:00,33296.1,31663.9
08/01/21,22:00:00,33296.1,31653.4
08/01/21,22:15:00,33296.1,31586.6
08/01/21,22:30:00,33296.1,31621.7
08/01/21,22:45:00,33296.1,31628.8
08/01/21,23:00:00,33296.1,31628.8
08/01/21,23:15:00,33296.1,31611.2
08/01/21,23:30:00,33296.1,31738.1
08/01/21,23:45:00,33296.1,31678.0
08/02/21,00:00:00,33296.1,31909.0
08/02/21,00:15:00,33296.1,32139.9
08/02/21,00:30:00,33296.1,32190.9
08/02/21,00:45:00,33296.1,32227.4
08/02/21,01:00:00,33296.1,32418.7
08/02/21,01:15:00,33296.1,32500.3
08/02/21,01:30:00,33296.1,32668.6
08/02/21,01:45:00,33296.1,32751.5
08/02/21,02:00:00,33296.1,32604.8
08/02/21,02:15:00,33296.1,32740.2
08/02/21,02:30:00,33296.1,32713.8
08/02/21,02:45:00,33296.1,32668.6
08/02/21,03:00:00,33296.1,32661.1
08/02/21,03:15:00,33296.1,32725.1
08/02/21,03:30:00,33296.1,32740.2
08/02/21,03:45:00,33296.1,32861.5
08/02/21,04:00:00,33296.1,32725.1
08/02/21,04:15:00,33296.1,32400.2
08/02/21,04:30:00,33296.1,32429.8
08/02/21,04:45:00,33296.1,32507.7
08/02/21,05:00:00,33296.1,32642.3
08/02/21,05:15:00,33296.1,32850.1
08/02/21,05:30:00,33296.1,32941.6
08/02/21,05:45:00,33296.1,32968.4
08/02/21,06:00:00,33296.1,32922.5
08/02/21,06:15:00,33296.1,32953.1
08/02/21,06:30:00,33296.1,32922.5
08/02/21,06:45:00,33296.1,32934.0
08/02/21,07:00:00,33296.1,32850.1
08/02/21,07:15:00,33296.1,32842.5
08/02/21,07:30:00,33296.1,32785.6
08/02/21,07:45:00,33296.1,32804.5
08/02/21,08:00:00,33296.1,32968.4
08/02/21,08:15:00,33296.1,32922.5
08/02/21,08:30:00,33296.1,32934.0
08/02/21,08:45:00,33296.1,32979.9
08/02/21,09:00:00,33296.1,32960.7
08/02/21,09:15:00,33296.1,32907.2
08/02/21,09:30:00,33296.1,32972.2
08/02/21,09:45:00,33296.1,32888.2
08/02/21,10:00:00,33296.1,32945.4
08/02/21,10:15:00,33296.1,32880.5
08/02/21,10:30:00,33296.1,32642.3
08/02/21,10:45:00,33296.1,32158.1
08/02/21,11:00:00,33296.1,32286.0
08/02/21,11:15:00,33296.1,32322.7
08/02/21,11:30:00,33296.1,31805.5
08/02/21,11:45:00,33296.1,32089.1
08/02/21,12:00:00,33296.1,31590.1
08/02/21,12:15:00,33296.1,31523.7
08/02/21,12:30:00,33296.1,31738.1
08/02/21,12:45:00,33296.1,31471.4
08/02/21,13:00:00,33296.1,31891.1
08/02/21,13:15:00,33296.1,31632.3
08/02/21,13:30:00,33296.1,31565.6
08/02/21,13:45:00,33296.1,31350.1
08/02/21,14:00:00,33296.1,31267.6
08/02/21,14:15:00,33296.1,31267.6
08/02/21,14:30:00,33296.1,31236.7
08/02/21,14:45:00,33296.1,31367.4
08/02/21,15:00:00,33296.1,31367.4
08/02/21,15:15:00,33296.1,31350.1
08/02/21,15:30:00,33296.1,31384.7
08/02/21,15:45:00,33296.1,31384.7
08/02/21,16:00:00,33296.1,31277.9
08/02/21,16:15:00,33296.1,31398.5
08/02/21,16:30:00,33296.1,31326.0
08/02/21,16:45:00,33296.1,31384.7
08/02/21,17:00:00,33296.1,31350.1
08/02/21,17:15:00,33296.1,31433.2
08/02/21,17:30:00,33296.1,31391.6
08/02/21,17:45:00,33296.1,31367.4
08/02/21,18:00:00,33296.1,31398.5
08/02/21,18:15:00,33296.1,31440.1
08/02/21,18:30:00,33296.1,31422.8
08/02/21,18:45:00,33296.1,31422.8
08/02/21,19:00:00,33296.1,31433.2
08/02/21,19:15:00,33296.1,31391.6
08/02/21,19:30:00,33296.1,31422.8
08/02/21,19:45:00,33296.1,31408.9
08/02/21,20:00:00,33296.1,31260.7
08/02/21,20:15:00,33296.1,31405.5
08/02/21,20:30:00,33296.1,31308.8
08/02/21,20:45:00,33296.1,31291.6
08/02/21,21:00:00,33296.1,31440.1
08/02/21,21:15:00,33296.1,31471.4
08/02/21,21:30:00,33296.1,31537.6
08/02/21,21:45:00,33296.1,31530.6
08/02/21,22:00:00,33296.1,31548.1
