Unix,Timestamp,UTC_Date_&_Time,date,time,time2,Battery,Temperature,DOmgL,DOsat,Q
1617541260,4/4/2021,13:01:00,4/4/2021,6:01:00,260,3.45,8.581,9.763,83.610746,0.999
1617542160,4/4/2021,13:16:00,4/4/2021,6:16:00,261,3.45,8.534,9.773,83.601263,1
1617543060,4/4/2021,13:31:00,4/4/2021,6:31:00,262,3.45,8.553,9.724,83.22036,1
1617543960,4/4/2021,13:46:00,4/4/2021,6:46:00,263,3.45,8.553,9.709,83.091986,1.001
1617544860,4/4/2021,14:01:00,4/4/2021,7:01:00,264,3.45,8.543,9.692,82.926426,1
1617545760,4/4/2021,14:16:00,4/4/2021,7:16:00,265,3.45,8.562,9.691,82.956,1
1617546660,4/4/2021,14:31:00,4/4/2021,7:31:00,266,3.45,8.543,9.67,82.73819,1
1617547560,4/4/2021,14:46:00,4/4/2021,7:46:00,267,3.45,8.543,9.638,82.464393,1
1617548460,4/4/2021,15:01:00,4/4/2021,8:01:00,268,3.45,8.534,9.67,82.720169,1.001
1617549360,4/4/2021,15:16:00,4/4/2021,8:16:00,269,3.45,8.571,9.61,82.280544,0.999
1617550260,4/4/2021,15:31:00,4/4/2021,8:31:00,270,3.45,8.534,9.651,82.557637,1.001
1617551160,4/4/2021,15:46:00,4/4/2021,8:46:00,271,3.45,8.534,9.648,82.531974,1
1617552060,4/4/2021,16:01:00,4/4/2021,9:01:00,272,3.45,8.543,9.633,82.421612,1
1617552960,4/4/2021,16:16:00,4/4/2021,9:16:00,273,3.45,8.553,9.673,82.78389,1
1617553860,4/4/2021,16:31:00,4/4/2021,9:31:00,274,3.45,8.6,9.745,83.494945,1.001
1617554760,4/4/2021,16:46:00,4/4/2021,9:46:00,275,3.45,8.637,9.767,83.758307,1
1617555660,4/4/2021,17:01:00,4/4/2021,10:01:00,276,3.45,8.609,9.829,84.23298,1
1617556560,4/4/2021,17:16:00,4/4/2021,10:16:00,277,3.45,8.646,9.89,84.831554,1
1617557460,4/4/2021,17:31:00,4/4/2021,10:31:00,278,3.45,8.674,9.991,85.755851,1
1617558360,4/4/2021,17:46:00,4/4/2021,10:46:00,279,3.45,8.693,10.075,86.516522,1
1617559260,4/4/2021,18:01:00,4/4/2021,11:01:00,280,3.45,8.693,10.16,87.246438,1
1617560160,4/4/2021,18:16:00,4/4/2021,11:16:00,281,3.45,8.787,10.296,88.614952,1
1617561060,4/4/2021,18:31:00,4/4/2021,11:31:00,282,3.45,8.852,10.416,89.78819,1.001
1617561960,4/4/2021,18:46:00,4/4/2021,11:46:00,283,3.45,8.899,10.514,90.735502,1
1617562860,4/4/2021,19:01:00,4/4/2021,12:01:00,284,3.45,8.954,10.61,91.685094,1
1617563760,4/4/2021,19:16:00,4/4/2021,12:16:00,285,3.45,9.01,10.685,92.457428,1
1617564660,4/4/2021,19:31:00,4/4/2021,12:31:00,286,3.45,9.057,10.68,92.518409,1
1617565560,4/4/2021,19:46:00,4/4/2021,12:46:00,287,3.45,9.168,10.667,92.651807,1
1617566460,4/4/2021,20:01:00,4/4/2021,13:01:00,288,3.45,9.233,10.633,92.500165,1.001
1617567360,4/4/2021,20:16:00,4/4/2021,13:16:00,289,3.45,9.363,10.688,93.267633,0.999
1617568260,4/4/2021,20:31:00,4/4/2021,13:31:00,290,3.45,9.52,10.726,93.949794,1
1617569160,4/4/2021,20:46:00,4/4/2021,13:46:00,291,3.45,9.667,10.806,94.981485,1
1617570060,4/4/2021,21:01:00,4/4/2021,14:01:00,292,3.45,9.851,10.977,96.905745,1
1617570960,4/4/2021,21:16:00,4/4/2021,14:16:00,293,3.45,10.079,11.112,98.626515,1.001
1617571860,4/4/2021,21:31:00,4/4/2021,14:31:00,294,3.45,10.253,11.254,100.296172,1
1617572760,4/4/2021,21:46:00,4/4/2021,14:46:00,295,3.45,10.462,11.438,102.436199,1.001
1617573660,4/4/2021,22:01:00,4/4/2021,15:01:00,296,3.45,10.707,11.658,105.004859,1
1617574560,4/4/2021,22:16:00,4/4/2021,15:16:00,297,3.46,11.013,12.039,109.209512,1.002
1617575460,4/4/2021,22:31:00,4/4/2021,15:31:00,298,3.45,11.328,12.3,112.391393,1
1617576360,4/4/2021,22:46:00,4/4/2021,15:46:00,299,3.46,11.73,12.641,116.577254,1.001
1617577260,4/4/2021,23:01:00,4/4/2021,16:01:00,300,3.46,12.219,12.899,120.287692,1.002
1617578160,4/4/2021,23:16:00,4/4/2021,16:16:00,301,3.46,12.836,13.358,126.312154,1.002
1617579060,4/4/2021,23:31:00,4/4/2021,16:31:00,302,3.46,13.345,13.831,132.278672,1.002
1617579960,4/4/2021,23:46:00,4/4/2021,16:46:00,303,3.46,12.731,11.013,103.893011,1.002
1617580860,4/5/2021,0:01:00,4/4/2021,17:01:00,304,3.46,8.843,10.491,90.415119,0.998
1617581760,4/5/2021,0:16:00,4/4/2021,17:16:00,305,3.46,8.571,10.519,90.063376,0.996
1617582660,4/5/2021,0:31:00,4/4/2021,17:31:00,306,3.46,8.693,10.474,89.942834,0.996
1617583560,4/5/2021,0:46:00,4/4/2021,17:46:00,307,3.46,9.029,10.577,91.564635,0.998
1617584460,4/5/2021,1:01:00,4/4/2021,18:01:00,308,3.46,9.168,10.585,91.939569,0.999
1617585360,4/5/2021,1:16:00,4/4/2021,18:16:00,309,3.46,9.205,10.548,91.699318,0.999
1617586260,4/5/2021,1:31:00,4/4/2021,18:31:00,310,3.46,9.446,10.507,91.869661,0.999
1617587160,4/5/2021,1:46:00,4/4/2021,18:46:00,311,3.46,12.095,12.38,115.123573,1.007
1617588060,4/5/2021,2:01:00,4/4/2021,19:01:00,312,3.46,12.405,13.505,126.469857,1.004
1617588960,4/5/2021,2:16:00,4/4/2021,19:16:00,313,3.46,11.908,13.071,121.033394,1.001
1617589860,4/5/2021,2:31:00,4/4/2021,19:31:00,314,3.46,11.605,12.923,118.837534,1
1617590760,4/5/2021,2:46:00,4/4/2021,19:46:00,315,3.46,11.22,12.795,116.62389,0.999
1617591660,4/5/2021,3:01:00,4/4/2021,20:01:00,316,3.46,10.905,12.696,114.88152,1.001
1617592560,4/5/2021,3:16:00,4/4/2021,20:16:00,317,3.46,10.643,12.443,111.908517,0.999
1617593460,4/5/2021,3:31:00,4/4/2021,20:31:00,318,3.46,10.416,12.386,110.807005,0.999
1617594360,4/5/2021,3:46:00,4/4/2021,20:46:00,319,3.46,10.207,12.607,112.23291,1
1617595260,4/5/2021,4:01:00,4/4/2021,21:01:00,320,3.46,10.143,12.211,108.544187,1
1617596160,4/5/2021,4:16:00,4/4/2021,21:16:00,321,3.46,10.006,11.351,100.574717,1
1617597060,4/5/2021,4:31:00,4/4/2021,21:31:00,322,3.46,9.796,11.056,97.476302,0.999
1617597960,4/5/2021,4:46:00,4/4/2021,21:46:00,323,3.46,9.492,11.403,99.813194,1.001
1617598860,4/5/2021,5:01:00,4/4/2021,22:01:00,324,3.46,9.298,11.356,98.943298,1
1617599760,4/5/2021,5:16:00,4/4/2021,22:16:00,325,3.46,9.215,11.306,98.312515,0.999
1617600660,4/5/2021,5:31:00,4/4/2021,22:31:00,326,3.46,9.057,11.056,95.775612,0.998
1617601560,4/5/2021,5:46:00,4/4/2021,22:46:00,327,3.46,8.861,10.925,94.19628,1
1617602460,4/5/2021,6:01:00,4/4/2021,23:01:00,328,3.46,8.805,10.961,94.379349,1.001
1617603360,4/5/2021,6:16:00,4/4/2021,23:16:00,329,3.46,8.861,11.051,95.282662,1.001
1617604260,4/5/2021,6:31:00,4/4/2021,23:31:00,330,3.46,8.917,11.117,95.980901,1.001
1617605160,4/5/2021,6:46:00,4/4/2021,23:46:00,331,3.46,8.927,11.074,95.632635,1
1617606060,4/5/2021,7:01:00,4/5/2021,0:01:00,332,3.46,8.852,11.076,95.477534,0.999
1617606960,4/5/2021,7:16:00,4/5/2021,0:16:00,333,3.46,8.852,11.004,94.856878,1
1617607860,4/5/2021,7:31:00,4/5/2021,0:31:00,334,3.46,8.759,10.943,94.119974,1.001
1617608760,4/5/2021,7:46:00,4/5/2021,0:46:00,335,3.45,8.684,10.959,94.087207,1.001
1617609660,4/5/2021,8:01:00,4/5/2021,1:01:00,336,3.45,8.646,10.992,94.283968,1.001
1617610560,4/5/2021,8:16:00,4/5/2021,1:16:00,337,3.45,8.646,10.959,94.00091,1.001
1617611460,4/5/2021,8:31:00,4/5/2021,1:31:00,338,3.45,8.581,10.912,93.450831,1
1617612360,4/5/2021,8:46:00,4/5/2021,1:46:00,339,3.45,8.571,10.916,93.462478,1
1617613260,4/5/2021,9:01:00,4/5/2021,2:01:00,340,3.45,8.6,10.948,93.802223,1
1617614160,4/5/2021,9:16:00,4/5/2021,2:16:00,341,3.45,8.628,10.941,93.805711,1
1617615060,4/5/2021,9:31:00,4/5/2021,2:31:00,342,3.45,8.6,11.005,94.290598,1.001
1617615960,4/5/2021,9:46:00,4/5/2021,2:46:00,343,3.45,8.637,11.009,94.409256,1.001
1617616860,4/5/2021,10:01:00,4/5/2021,3:01:00,344,3.45,8.646,10.984,94.215348,1.001
1617617760,4/5/2021,10:16:00,4/5/2021,3:16:00,345,3.45,8.628,10.996,94.277269,1.001
1617618660,4/5/2021,10:31:00,4/5/2021,3:31:00,346,3.45,8.618,10.963,93.971621,1.001
1617619560,4/5/2021,10:46:00,4/5/2021,3:46:00,347,3.45,8.59,10.994,94.173577,1.001
1617620460,4/5/2021,11:01:00,4/5/2021,4:01:00,348,3.45,8.59,10.96,93.882336,0.999
1617621360,4/5/2021,11:16:00,4/5/2021,4:16:00,349,3.45,8.6,11.003,94.273462,1.001
1617622260,4/5/2021,11:31:00,4/5/2021,4:31:00,350,3.45,8.59,10.982,94.070786,1
1617623160,4/5/2021,11:46:00,4/5/2021,4:46:00,351,3.45,8.581,10.982,94.050314,1.001
1617624060,4/5/2021,12:01:00,4/5/2021,5:01:00,352,3.45,8.618,10.911,93.525893,1
1617624960,4/5/2021,12:16:00,4/5/2021,5:16:00,353,3.45,8.581,10.918,93.502215,1
1617625860,4/5/2021,12:31:00,4/5/2021,5:31:00,354,3.45,8.553,10.925,93.49881,1
1617626760,4/5/2021,12:46:00,4/5/2021,5:46:00,355,3.45,8.534,11.001,94.105954,1.001
1617627660,4/5/2021,13:01:00,4/5/2021,6:01:00,356,3.45,8.496,10.89,93.070749,0.999
1617628560,4/5/2021,13:16:00,4/5/2021,6:16:00,357,3.45,8.496,10.843,92.669066,1
1617629460,4/5/2021,13:31:00,4/5/2021,6:31:00,358,3.45,8.478,10.799,92.252785,1
1617630360,4/5/2021,13:46:00,4/5/2021,6:46:00,359,3.45,8.496,10.769,92.03663,1
1617631260,4/5/2021,14:01:00,4/5/2021,7:01:00,360,3.45,8.468,10.731,91.649669,1
1617632160,4/5/2021,14:16:00,4/5/2021,7:16:00,361,3.45,8.44,10.744,91.698436,1
1617633060,4/5/2021,14:31:00,4/5/2021,7:31:00,362,3.45,8.421,10.731,91.545291,0.999
1617633960,4/5/2021,14:46:00,4/5/2021,7:46:00,363,3.45,8.393,10.719,91.380822,0.999
1617634860,4/5/2021,15:01:00,4/5/2021,8:01:00,364,3.45,8.355,10.738,91.45839,1
1617635760,4/5/2021,15:16:00,4/5/2021,8:16:00,365,3.45,8.327,10.758,91.566436,0.999
1617636660,4/5/2021,15:31:00,4/5/2021,8:31:00,366,3.45,8.346,10.802,91.983387,0.999
1617637560,4/5/2021,15:46:00,4/5/2021,8:46:00,367,3.45,8.337,10.887,92.686932,1
1617638460,4/5/2021,16:01:00,4/5/2021,9:01:00,368,3.45,8.365,10.923,93.056678,1
1617639360,4/5/2021,16:16:00,4/5/2021,9:16:00,369,3.45,8.402,10.978,93.609271,1
1617640260,4/5/2021,16:31:00,4/5/2021,9:31:00,370,3.45,8.44,10.972,93.644382,1
1617641160,4/5/2021,16:46:00,4/5/2021,9:46:00,371,3.45,8.459,10.982,93.772914,0.999
1617642060,4/5/2021,17:01:00,4/5/2021,10:01:00,372,3.45,8.515,11.007,94.113979,1
1617642960,4/5/2021,17:16:00,4/5/2021,10:16:00,373,3.45,8.59,11.046,94.619004,1.001
1617643860,4/5/2021,17:31:00,4/5/2021,10:31:00,374,3.45,8.628,11.037,94.628794,1
1617644760,4/5/2021,17:46:00,4/5/2021,10:46:00,375,3.45,8.665,11.026,94.619013,1
1617645660,4/5/2021,18:01:00,4/5/2021,11:01:00,376,3.45,8.731,11.134,95.698118,0.999
1617646560,4/5/2021,18:16:00,4/5/2021,11:16:00,377,3.45,8.833,11.004,94.813506,1
1617647460,4/5/2021,18:31:00,4/5/2021,11:31:00,378,3.45,8.908,11.053,95.407699,1.001
1617648360,4/5/2021,18:46:00,4/5/2021,11:46:00,379,3.45,9.01,11.075,95.832102,1
1617649260,4/5/2021,19:01:00,4/5/2021,12:01:00,380,3.45,9.094,11.154,96.710293,0.999
1617650160,4/5/2021,19:16:00,4/5/2021,12:16:00,381,3.45,9.261,11.17,97.23675,1
1617651060,4/5/2021,19:31:00,4/5/2021,12:31:00,382,3.45,9.344,11.235,97.996552,0.999
1617651960,4/5/2021,19:46:00,4/5/2021,12:46:00,383,3.45,9.427,11.276,98.548939,0.999
1617652860,4/5/2021,20:01:00,4/5/2021,13:01:00,384,3.45,9.501,11.408,99.878341,0.999
1617653760,4/5/2021,20:16:00,4/5/2021,13:16:00,385,3.46,9.538,11.591,101.569845,1
1617654660,4/5/2021,20:31:00,4/5/2021,13:31:00,386,3.45,9.649,11.753,103.261236,0.999
1617655560,4/5/2021,20:46:00,4/5/2021,13:46:00,387,3.45,9.75,11.886,104.680043,1
1617656460,4/5/2021,21:01:00,4/5/2021,14:01:00,388,3.45,9.878,12.049,106.437325,0.999
1617657360,4/5/2021,21:16:00,4/5/2021,14:16:00,389,3.45,9.97,12.388,109.669855,1
1617658260,4/5/2021,21:31:00,4/5/2021,14:31:00,390,3.46,10.216,12.253,109.104507,1
1617659160,4/5/2021,21:46:00,4/5/2021,14:46:00,391,3.45,10.516,12.313,110.411733,1.001
1617660060,4/5/2021,22:01:00,4/5/2021,15:01:00,392,3.46,10.797,12.283,110.866111,1.001
1617660960,4/5/2021,22:16:00,4/5/2021,15:16:00,393,3.46,11.031,12.391,112.449451,1
1617661860,4/5/2021,22:31:00,4/5/2021,15:31:00,394,3.46,11.238,12.692,115.733093,1.001
1617662760,4/5/2021,22:46:00,4/5/2021,15:46:00,395,3.46,11.444,13.198,120.918992,1.001
1617663660,4/5/2021,23:01:00,4/5/2021,16:01:00,396,3.46,11.712,13.588,125.259085,1
1617664560,4/5/2021,23:16:00,4/5/2021,16:16:00,397,3.46,11.97,13.702,127.055505,1.003
1617665460,4/5/2021,23:31:00,4/5/2021,16:31:00,398,3.46,12.201,13.692,127.630622,1.001
1617666360,4/5/2021,23:46:00,4/5/2021,16:46:00,399,3.46,12.387,13.695,128.197012,1.002
1617667260,4/6/2021,0:01:00,4/5/2021,17:01:00,400,3.46,12.528,13.991,131.385148,1
1617668160,4/6/2021,0:16:00,4/5/2021,17:16:00,401,3.46,12.66,14.179,133.546798,1
1617669060,4/6/2021,0:31:00,4/5/2021,17:31:00,402,3.46,12.819,14.412,136.226768,1.002
1617669960,4/6/2021,0:46:00,4/5/2021,17:46:00,403,3.46,12.898,14.644,138.664918,1.001
1617670860,4/6/2021,1:01:00,4/5/2021,18:01:00,404,3.46,13.056,14.879,141.388728,1.001
1617671760,4/6/2021,1:16:00,4/5/2021,18:16:00,405,3.47,12.986,15.117,143.425868,1.003
1617672660,4/6/2021,1:31:00,4/5/2021,18:31:00,406,3.47,12.907,15.265,144.574331,1.002
1617673560,4/6/2021,1:46:00,4/5/2021,18:46:00,407,3.47,12.872,15.316,144.943709,1.002
1617674460,4/6/2021,2:01:00,4/5/2021,19:01:00,408,3.47,12.854,15.142,143.239279,1.003
1617675360,4/6/2021,2:16:00,4/5/2021,19:16:00,409,3.47,12.749,14.783,139.514317,1.001
1617676260,4/6/2021,2:31:00,4/5/2021,19:31:00,410,3.47,12.537,14.67,137.789368,1.001
1617677160,4/6/2021,2:46:00,4/5/2021,19:46:00,411,3.47,12.334,14.474,135.326921,1
1617678060,4/6/2021,3:01:00,4/5/2021,20:01:00,412,3.47,12.112,14.473,134.638668,1.001
1617678960,4/6/2021,3:16:00,4/5/2021,20:16:00,413,3.47,12.05,14.255,132.424054,1.001
1617679860,4/6/2021,3:31:00,4/5/2021,20:31:00,414,3.47,11.962,14.144,131.130191,1.002
1617680760,4/6/2021,3:46:00,4/5/2021,20:46:00,415,3.47,11.89,13.992,129.508437,1.002
1617681660,4/6/2021,4:01:00,4/5/2021,21:01:00,416,3.47,11.793,13.965,128.972853,1
1617682560,4/6/2021,4:16:00,4/5/2021,21:16:00,417,3.47,11.534,14.059,129.073765,1.001
1617683460,4/6/2021,4:31:00,4/5/2021,21:31:00,418,3.47,11.328,13.678,124.982884,1.001
1617684360,4/6/2021,4:46:00,4/5/2021,21:46:00,419,3.47,11.094,13.304,120.911056,1
1617685260,4/6/2021,5:01:00,4/5/2021,22:01:00,420,3.47,10.896,13.135,118.829063,1.001
1617686160,4/6/2021,5:16:00,4/5/2021,22:16:00,421,3.47,10.716,13.001,117.125935,1
1617687060,4/6/2021,5:31:00,4/5/2021,22:31:00,422,3.47,10.589,12.74,114.435489,1.001
1617687960,4/6/2021,5:46:00,4/5/2021,22:46:00,423,3.47,10.326,12.476,111.377192,1.001
1617688860,4/6/2021,6:01:00,4/5/2021,23:01:00,424,3.47,9.915,12.536,110.836146,1
1617689760,4/6/2021,6:16:00,4/5/2021,23:16:00,425,3.46,9.584,12.87,112.900818,1
1617690660,4/6/2021,6:31:00,4/5/2021,23:31:00,426,3.47,9.473,12.796,111.955834,1
1617691560,4/6/2021,6:46:00,4/5/2021,23:46:00,427,3.47,9.344,12.632,110.181793,1
1617692460,4/6/2021,7:01:00,4/6/2021,0:01:00,428,3.46,9.335,12.524,109.21632,0.999
1617693360,4/6/2021,7:16:00,4/6/2021,0:16:00,429,3.46,9.205,12.246,106.460926,1
1617694260,4/6/2021,7:31:00,4/6/2021,0:31:00,430,3.46,9.038,11.897,103.014055,0.998
1617695160,4/6/2021,7:46:00,4/6/2021,0:46:00,431,3.46,8.982,11.639,100.644734,0.999
1617696060,4/6/2021,8:01:00,4/6/2021,1:01:00,432,3.46,8.927,11.471,99.06104,0.998
1617696960,4/6/2021,8:16:00,4/6/2021,1:16:00,433,3.46,8.917,11.369,98.156595,0.999
1617697860,4/6/2021,8:31:00,4/6/2021,1:31:00,434,3.46,8.899,11.345,97.907007,1.001
1617698760,4/6/2021,8:46:00,4/6/2021,1:46:00,435,3.46,8.861,11.407,98.352125,1
1617699660,4/6/2021,9:01:00,4/6/2021,2:01:00,436,3.46,8.871,11.39,98.229181,1
1617700560,4/6/2021,9:16:00,4/6/2021,2:16:00,437,3.46,8.843,11.386,98.128543,1
1617701460,4/6/2021,9:31:00,4/6/2021,2:31:00,438,3.46,8.833,11.298,97.346692,0.999
1617702360,4/6/2021,9:46:00,4/6/2021,2:46:00,439,3.46,8.815,11.326,97.545661,0.999
1617703260,4/6/2021,10:01:00,4/6/2021,3:01:00,440,3.46,8.777,11.364,97.78338,1
1617704160,4/6/2021,10:16:00,4/6/2021,3:16:00,441,3.46,8.749,11.411,98.12155,1
1617705060,4/6/2021,10:31:00,4/6/2021,3:31:00,442,3.46,8.759,11.335,97.491539,0.999
1617705960,4/6/2021,10:46:00,4/6/2021,3:46:00,443,3.46,8.74,11.205,96.329278,0.999
1617706860,4/6/2021,11:01:00,4/6/2021,4:01:00,444,3.46,8.703,11.158,95.839638,1
1617707760,4/6/2021,11:16:00,4/6/2021,4:16:00,445,3.46,8.684,11.186,96.036089,1.001
1617708660,4/6/2021,11:31:00,4/6/2021,4:31:00,446,3.46,8.693,11.193,96.117065,1
1617709560,4/6/2021,11:46:00,4/6/2021,4:46:00,447,3.46,8.656,11.171,95.842489,1
1617710460,4/6/2021,12:01:00,4/6/2021,5:01:00,448,3.46,8.637,11.12,95.361152,1
1617711360,4/6/2021,12:16:00,4/6/2021,5:16:00,449,3.46,8.684,11.152,95.744186,0.999
1617712260,4/6/2021,12:31:00,4/6/2021,5:31:00,450,3.46,8.749,11.316,97.304659,1
1617713160,4/6/2021,12:46:00,4/6/2021,5:46:00,451,3.46,8.796,11.465,98.697625,1
1617714060,4/6/2021,13:01:00,4/6/2021,6:01:00,452,3.46,8.833,11.648,100.362388,1.001
1617714960,4/6/2021,13:16:00,4/6/2021,6:16:00,453,3.45,8.871,11.739,101.239012,1.001
1617715860,4/6/2021,13:31:00,4/6/2021,6:31:00,454,3.46,8.852,11.797,101.692711,1.001
1617716760,4/6/2021,13:46:00,4/6/2021,6:46:00,455,3.46,8.899,11.869,102.429111,1
1617717660,4/6/2021,14:01:00,4/6/2021,7:01:00,456,3.46,8.992,11.911,103.021502,1.001
1617718560,4/6/2021,14:16:00,4/6/2021,7:16:00,457,3.46,9.15,11.774,102.222981,1
1617719460,4/6/2021,14:31:00,4/6/2021,7:31:00,458,3.46,9.094,11.912,103.282501,1.001
1617720360,4/6/2021,14:46:00,4/6/2021,7:46:00,459,3.46,9.075,11.68,101.224852,1
1617721260,4/6/2021,15:01:00,4/6/2021,8:01:00,460,3.46,9.131,11.734,101.829367,1.001
1617722160,4/6/2021,15:16:00,4/6/2021,8:16:00,461,3.46,9.196,11.683,101.544612,1.001
1617723060,4/6/2021,15:31:00,4/6/2021,8:31:00,462,3.46,9.27,11.64,101.349966,1
1617723960,4/6/2021,15:46:00,4/6/2021,8:46:00,463,3.46,9.335,11.722,102.222429,1
1617724860,4/6/2021,16:01:00,4/6/2021,9:01:00,464,3.46,9.427,11.87,103.740325,1.001
1617725760,4/6/2021,16:16:00,4/6/2021,9:16:00,465,3.46,9.51,11.824,103.542629,0.999
1617726660,4/6/2021,16:31:00,4/6/2021,9:31:00,466,3.46,9.584,11.909,104.470539,1
1617727560,4/6/2021,16:46:00,4/6/2021,9:46:00,467,3.46,9.685,11.862,104.307915,1
1617728460,4/6/2021,17:01:00,4/6/2021,10:01:00,468,3.46,9.823,11.891,104.905136,1
1617729360,4/6/2021,17:16:00,4/6/2021,10:16:00,469,3.46,9.915,11.976,105.884947,1
1617730260,4/6/2021,17:31:00,4/6/2021,10:31:00,470,3.46,10.061,11.937,105.904059,1
1617731160,4/6/2021,17:46:00,4/6/2021,10:46:00,471,3.46,10.162,11.77,104.670857,1
1617732060,4/6/2021,18:01:00,4/6/2021,11:01:00,472,3.46,10.207,11.478,102.182069,0.999
1617732960,4/6/2021,18:16:00,4/6/2021,11:16:00,473,3.46,10.253,12.101,107.844676,1
1617733860,4/6/2021,18:31:00,4/6/2021,11:31:00,474,3.46,10.289,12.093,107.864431,1
1617734760,4/6/2021,18:46:00,4/6/2021,11:46:00,475,3.46,10.326,12.193,108.850762,0.999
1617735660,4/6/2021,19:01:00,4/6/2021,12:01:00,476,3.46,10.316,12.291,109.699925,1
1617736560,4/6/2021,19:16:00,4/6/2021,12:16:00,477,3.46,10.389,12.417,111.014167,1
1617737460,4/6/2021,19:31:00,4/6/2021,12:31:00,478,3.46,10.489,12.511,112.116478,1.001
1617738360,4/6/2021,19:46:00,4/6/2021,12:46:00,479,3.46,10.589,12.532,112.567154,1.001
1617739260,4/6/2021,20:01:00,4/6/2021,13:01:00,480,3.46,10.67,12.539,112.842868,1
1617740160,4/6/2021,20:16:00,4/6/2021,13:16:00,481,3.46,10.77,12.338,111.292674,1
1617741060,4/6/2021,20:31:00,4/6/2021,13:31:00,482,3.46,10.851,12.319,111.330595,0.999
1617741960,4/6/2021,20:46:00,4/6/2021,13:46:00,483,3.46,10.905,12.362,111.859274,1
1617742860,4/6/2021,21:01:00,4/6/2021,14:01:00,484,3.46,10.968,12.329,111.723705,1
1617743760,4/6/2021,21:16:00,4/6/2021,14:16:00,485,3.46,11.04,12.718,115.441044,1.001
1617744660,4/6/2021,21:31:00,4/6/2021,14:31:00,486,3.46,11.067,12.917,117.320614,1
1617745560,4/6/2021,21:46:00,4/6/2021,14:46:00,487,3.46,11.13,13.328,121.229981,1.003
1617746460,4/6/2021,22:01:00,4/6/2021,15:01:00,488,3.46,11.238,13.638,124.359275,1.002
1617747360,4/6/2021,22:16:00,4/6/2021,15:16:00,489,3.46,11.319,13.732,125.450316,1.001
1617748260,4/6/2021,22:31:00,4/6/2021,15:31:00,490,3.46,11.426,13.728,125.722805,1.002
1617749160,4/6/2021,22:46:00,4/6/2021,15:46:00,491,3.46,11.561,13.688,125.745487,1
1617750060,4/6/2021,23:01:00,4/6/2021,16:01:00,492,3.46,11.686,13.777,126.925868,1.002
1617750960,4/6/2021,23:16:00,4/6/2021,16:16:00,493,3.46,11.784,13.866,128.032234,1.001
1617751860,4/6/2021,23:31:00,4/6/2021,16:31:00,494,3.47,11.935,14.484,134.199841,1.001
1617752760,4/6/2021,23:46:00,4/6/2021,16:46:00,495,3.47,12.121,14.007,130.33021,1
1617753660,4/7/2021,0:01:00,4/6/2021,17:01:00,496,3.46,12.325,13.846,129.428992,1.002
1617754560,4/7/2021,0:16:00,4/6/2021,17:16:00,497,3.47,12.511,14.006,131.475624,1.002
1617755460,4/7/2021,0:31:00,4/6/2021,17:31:00,498,3.47,12.652,14.172,133.45686,1.001
1617756360,4/7/2021,0:46:00,4/6/2021,17:46:00,499,3.47,12.784,14.529,137.224934,1.001
1617757260,4/7/2021,1:01:00,4/6/2021,18:01:00,500,3.47,12.872,14.796,140.022664,1.002
1617758160,4/7/2021,1:16:00,4/6/2021,18:16:00,501,3.47,12.924,14.803,140.252098,1.001
1617759060,4/7/2021,1:31:00,4/6/2021,18:31:00,502,3.47,12.986,14.919,141.547299,1.002
1617759960,4/7/2021,1:46:00,4/6/2021,18:46:00,503,3.47,13.012,15.037,142.749775,1.003
1617760860,4/7/2021,2:01:00,4/6/2021,19:01:00,504,3.47,12.986,14.935,141.699103,1.002
1617761760,4/7/2021,2:16:00,4/6/2021,19:16:00,505,3.47,12.88,14.817,140.246526,1.002
1617762660,4/7/2021,2:31:00,4/6/2021,19:31:00,506,3.47,12.793,14.562,137.564385,1
1617763560,4/7/2021,2:46:00,4/6/2021,19:46:00,507,3.47,12.696,14.442,136.134002,1.001
1617764460,4/7/2021,3:01:00,4/6/2021,20:01:00,508,3.47,12.581,14.346,134.879766,1.001
1617765360,4/7/2021,3:16:00,4/6/2021,20:16:00,509,3.47,12.546,14.184,133.251583,1
1617766260,4/7/2021,3:31:00,4/6/2021,20:31:00,510,3.47,12.475,14.146,132.682067,1.001
1617767160,4/7/2021,3:46:00,4/6/2021,20:46:00,511,3.47,12.422,14.036,131.492962,0.999
1617768060,4/7/2021,4:01:00,4/6/2021,21:01:00,512,3.47,12.405,14.035,131.433131,1.001
1617768960,4/7/2021,4:16:00,4/6/2021,21:16:00,513,3.47,12.396,13.838,129.561953,0.999
1617769860,4/7/2021,4:31:00,4/6/2021,21:31:00,514,3.47,12.36,13.771,128.829814,1.001
1617770760,4/7/2021,4:46:00,4/6/2021,21:46:00,515,3.47,12.352,13.692,128.067597,1
1617771660,4/7/2021,5:01:00,4/6/2021,22:01:00,516,3.47,12.272,13.628,127.238507,1
1617772560,4/7/2021,5:16:00,4/6/2021,22:16:00,517,3.47,12.157,13.215,123.061409,1
1617773460,4/7/2021,5:31:00,4/6/2021,22:31:00,518,3.47,11.979,12.97,120.29247,1
1617774360,4/7/2021,5:46:00,4/6/2021,22:46:00,519,3.47,11.864,12.861,118.969492,1
1617775260,4/7/2021,6:01:00,4/6/2021,23:01:00,520,3.47,11.712,12.837,118.336096,1.001
1617776160,4/7/2021,6:16:00,4/6/2021,23:16:00,521,3.47,11.578,12.843,118.028833,1
