********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,Frequency,See Legend,C,Flag Code,%,Flag Code,mb,Flag Code,m/s,Flag Code,m/s,Flag Code,time, degrees,Flag Code,sd,Flag Code,millimoles/m2, Flag Code,mm,Flag Code
pdbpfmet,P,04/17/2021 01:45,0,1,15,,10.2,<0> ,62,<0> ,1022,<0> ,1.5,<0> ,2.5,<0> ,01:44,181,<0> ,25,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 02:00,0,1,15,,11.4,<0> ,56,<0> ,1022,<0> ,1.1,<0> ,2.3,<0> ,01:54,171,<0> ,38,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 02:15,0,1,15,,11.9,<0> ,53,<0> ,1022,<0> ,2.5,<0> ,5.3,<0> ,02:12,105,<0> ,34,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 02:30,0,1,15,,12.9,<0> ,50,<0> ,1022,<0> ,3.3,<0> ,5.6,<0> ,02:15,73,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 02:45,0,1,15,,12.4,<0> ,52,<0> ,1022,<0> ,3.1,<0> ,4.6,<0> ,02:31,61,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 03:00,0,1,15,,12.4,<0> ,51,<0> ,1023,<0> ,3.2,<0> ,5.0,<0> ,02:45,84,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 03:15,0,1,15,,12.3,<0> ,51,<0> ,1023,<0> ,3.3,<0> ,5.8,<0> ,03:06,83,<0> ,24,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 03:30,0,1,15,,12.8,<0> ,49,<0> ,1023,<0> ,5.3,<0> ,8.5,<0> ,03:23,76,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 03:45,0,1,15,,12.6,<0> ,49,<0> ,1023,<0> ,4.9,<0> ,7.6,<0> ,03:33,79,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 04:00,0,1,15,,12.3,<0> ,51,<0> ,1023,<0> ,2.4,<0> ,5.8,<0> ,03:45,38,<0> ,73,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 04:15,0,1,15,,11.4,<0> ,55,<0> ,1023,<0> ,1.2,<0> ,3.8,<0> ,04:01,283,<0> ,49,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 04:30,0,1,15,,11.2,<0> ,54,<0> ,1023,<0> ,0.6,<0> ,2.3,<0> ,04:29,350,<0> ,43,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 04:45,0,1,15,,11.2,<0> ,54,<0> ,1023,<0> ,2.3,<0> ,4.0,<0> ,04:40,65,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 05:00,0,1,15,,10.7,<0> ,57,<0> ,1023,<0> ,2.7,<0> ,3.8,<0> ,04:57,63,<0> ,8,<0> ,1.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 05:15,0,1,15,,10.1,<0> ,59,<0> ,1023,<0> ,2.2,<0> ,3.1,<0> ,05:00,55,<0> ,10,<0> ,4.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 05:30,0,1,15,,9.3,<0> ,63,<0> ,1023,<0> ,2.5,<0> ,3.5,<0> ,05:26,56,<0> ,9,<0> ,18.9,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 05:45,0,1,15,,9.6,<0> ,62,<0> ,1023,<0> ,2.4,<0> ,3.2,<0> ,05:30,53,<0> ,7,<0> ,53.8,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 06:00,0,1,15,,9.6,<0> ,63,<0> ,1024,<0> ,1.9,<0> ,2.9,<0> ,05:49,37,<0> ,15,<0> ,103.6,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 06:15,0,1,15,,9.6,<0> ,65,<0> ,1024,<0> ,1.5,<0> ,2.0,<0> ,06:11,23,<0> ,7,<0> ,163.8,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 06:30,0,1,15,,10.6,<0> ,62,<0> ,1024,<0> ,1.5,<0> ,2.3,<0> ,06:28,41,<0> ,9,<0> ,230.1,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 06:45,0,1,15,,11.6,<0> ,61,<0> ,1024,<0> ,1.7,<0> ,2.3,<0> ,06:43,24,<0> ,29,<0> ,301.9,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 07:00,0,1,15,,12.2,<0> ,62,<0> ,1024,<0> ,1.7,<0> ,2.8,<0> ,06:59,336,<0> ,9,<0> ,377.5,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 07:15,0,1,15,,12.2,<0> ,71,<0> ,1024,<0> ,2.4,<0> ,3.1,<0> ,07:07,328,<0> ,7,<0> ,454.2,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 07:30,0,1,15,,12.2,<0> ,76,<0> ,1024,<0> ,2.5,<0> ,3.4,<0> ,07:25,329,<0> ,7,<0> ,532.5,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 07:45,0,1,15,,12.1,<0> ,78,<0> ,1024,<0> ,3.2,<0> ,4.4,<0> ,07:36,328,<0> ,7,<0> ,609.3,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 08:00,0,1,15,,12.4,<0> ,71,<0> ,1024,<0> ,3.4,<0> ,4.4,<0> ,07:54,332,<0> ,8,<0> ,686.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 08:15,0,1,15,,12.6,<0> ,69,<0> ,1024,<0> ,3.6,<0> ,4.7,<0> ,08:03,331,<0> ,7,<0> ,762.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 08:30,0,1,15,,12.8,<0> ,71,<0> ,1024,<0> ,3.0,<0> ,4.0,<0> ,08:28,337,<0> ,9,<0> ,837.5,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 08:45,0,1,15,,13.6,<0> ,65,<0> ,1024,<0> ,3.0,<0> ,4.0,<0> ,08:34,338,<0> ,9,<0> ,910.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 09:00,0,1,15,,13.6,<0> ,65,<0> ,1024,<0> ,3.9,<0> ,5.2,<0> ,08:59,330,<0> ,6,<0> ,980.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 09:15,0,1,15,,13.1,<0> ,69,<0> ,1024,<0> ,4.2,<0> ,5.0,<0> ,09:07,328,<0> ,6,<0> ,1046.6,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 09:30,0,1,15,,13.2,<0> ,72,<0> ,1024,<0> ,3.9,<0> ,4.8,<0> ,09:26,324,<0> ,7,<0> ,1109.8,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 09:45,0,1,15,,13.7,<0> ,66,<0> ,1024,<0> ,3.8,<0> ,4.6,<0> ,09:39,324,<0> ,7,<0> ,1171.2,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 10:00,0,1,15,,14.1,<0> ,63,<0> ,1024,<0> ,3.6,<0> ,4.4,<0> ,09:51,322,<0> ,8,<0> ,1226.8,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 10:15,0,1,15,,14.6,<0> ,58,<0> ,1024,<0> ,3.6,<0> ,4.3,<0> ,10:03,334,<0> ,9,<0> ,1280.9,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 10:30,0,1,15,,14.9,<0> ,57,<0> ,1024,<0> ,3.8,<0> ,4.7,<0> ,10:28,333,<0> ,7,<0> ,1330.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 10:45,0,1,15,,15.1,<0> ,59,<0> ,1024,<0> ,4.3,<0> ,5.2,<0> ,10:32,331,<0> ,9,<0> ,1374.1,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 11:00,0,1,15,,15.6,<0> ,57,<0> ,1024,<0> ,3.8,<0> ,4.8,<0> ,10:45,332,<0> ,7,<0> ,1410.1,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 11:15,0,1,15,,16.3,<0> ,54,<0> ,1024,<0> ,3.6,<0> ,4.6,<0> ,11:09,327,<0> ,8,<0> ,1442.3,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 11:30,0,1,15,,16.8,<0> ,52,<0> ,1023,<0> ,3.9,<0> ,4.7,<0> ,11:25,325,<0> ,7,<0> ,1466.4,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 11:45,0,1,15,,17.2,<0> ,51,<0> ,1023,<0> ,4.0,<0> ,4.8,<0> ,11:43,324,<0> ,8,<0> ,1483.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 12:00,0,1,15,,17.4,<0> ,52,<0> ,1023,<0> ,4.0,<0> ,5.0,<0> ,11:48,330,<0> ,10,<0> ,1494.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 12:15,0,1,15,,17.4,<0> ,52,<0> ,1023,<0> ,3.9,<0> ,4.7,<0> ,12:10,336,<0> ,9,<0> ,1499.3,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 12:30,0,1,15,,17.9,<0> ,53,<0> ,1023,<0> ,4.1,<0> ,5.0,<0> ,12:29,337,<0> ,8,<0> ,1497.9,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 12:45,0,1,15,,18.2,<0> ,54,<0> ,1023,<0> ,4.4,<0> ,5.5,<0> ,12:44,337,<0> ,7,<0> ,1489.1,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 13:00,0,1,15,,18.4,<0> ,59,<0> ,1023,<0> ,4.6,<0> ,5.9,<0> ,12:49,341,<0> ,8,<0> ,1474.5,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 13:15,0,1,15,,19.0,<0> ,55,<0> ,1023,<0> ,4.2,<0> ,5.5,<0> ,13:07,342,<0> ,12,<0> ,1456.1,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 13:30,0,1,15,,19.1,<0> ,56,<0> ,1023,<0> ,4.8,<0> ,6.1,<0> ,13:15,339,<0> ,8,<0> ,1430.1,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 13:45,0,1,15,,18.7,<0> ,61,<0> ,1023,<0> ,5.1,<0> ,6.5,<0> ,13:40,340,<0> ,7,<0> ,1396.4,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 14:00,0,1,15,,18.7,<0> ,60,<0> ,1022,<0> ,5.3,<0> ,6.8,<0> ,13:50,341,<0> ,10,<0> ,1358.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 14:15,0,1,15,,18.8,<0> ,58,<0> ,1022,<0> ,5.6,<0> ,7.4,<0> ,14:14,343,<0> ,8,<0> ,1312.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 14:30,0,1,15,,18.9,<0> ,55,<0> ,1022,<0> ,6.0,<0> ,7.4,<0> ,14:25,344,<0> ,9,<0> ,1264.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 14:45,0,1,15,,19.2,<0> ,56,<0> ,1022,<0> ,5.4,<0> ,7.0,<0> ,14:34,345,<0> ,7,<0> ,1212.6,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 15:00,0,1,15,,19.2,<0> ,52,<0> ,1022,<0> ,5.7,<0> ,7.3,<0> ,14:47,347,<0> ,12,<0> ,1155.9,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 15:15,0,1,15,,19.4,<0> ,50,<0> ,1022,<0> ,5.4,<0> ,6.8,<0> ,15:00,347,<0> ,13,<0> ,1094.6,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 15:30,0,1,15,,19.4,<0> ,50,<0> ,1022,<0> ,5.5,<0> ,7.1,<0> ,15:25,343,<0> ,12,<0> ,1029.3,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 15:45,0,1,15,,19.1,<0> ,49,<0> ,1021,<0> ,5.7,<0> ,7.6,<0> ,15:30,340,<0> ,6,<0> ,962.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 16:00,0,1,15,,18.8,<0> ,50,<0> ,1021,<0> ,5.4,<0> ,7.0,<0> ,15:54,345,<0> ,10,<0> ,892.5,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 16:15,0,1,15,,18.8,<0> ,52,<0> ,1021,<0> ,5.1,<0> ,7.0,<0> ,16:10,341,<0> ,12,<0> ,820.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 16:30,0,1,15,,19.0,<0> ,52,<0> ,1021,<0> ,5.0,<0> ,6.5,<0> ,16:22,343,<0> ,11,<0> ,746.6,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 16:45,0,1,15,,18.9,<0> ,48,<0> ,1021,<0> ,5.1,<0> ,6.5,<0> ,16:36,346,<0> ,6,<0> ,669.9,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 17:00,0,1,15,,18.6,<0> ,50,<0> ,1021,<0> ,4.5,<0> ,5.8,<0> ,16:49,343,<0> ,9,<0> ,590.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 17:15,0,1,15,,18.3,<0> ,50,<0> ,1021,<0> ,4.1,<0> ,5.3,<0> ,17:03,342,<0> ,7,<0> ,511.1,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 17:30,0,1,15,,18.4,<0> ,50,<0> ,1021,<0> ,3.7,<0> ,5.0,<0> ,17:28,344,<0> ,11,<0> ,431.8,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 17:45,0,1,15,,18.5,<0> ,49,<0> ,1021,<0> ,3.3,<0> ,5.0,<0> ,17:31,352,<0> ,17,<0> ,354.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 18:00,0,1,15,,18.6,<0> ,48,<0> ,1021,<0> ,2.3,<0> ,3.1,<0> ,17:45,351,<0> ,11,<0> ,278.2,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 18:15,0,1,15,,18.4,<0> ,48,<0> ,1020,<0> ,2.1,<0> ,2.6,<0> ,18:00,353,<0> ,9,<0> ,204.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 18:30,0,1,15,,17.5,<0> ,52,<0> ,1020,<0> ,2.4,<0> ,2.8,<0> ,18:18,355,<0> ,11,<0> ,134.5,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 18:45,0,1,15,,16.9,<0> ,52,<0> ,1020,<0> ,2.3,<0> ,2.8,<0> ,18:31,351,<0> ,12,<0> ,73.6,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 19:00,0,1,15,,16.1,<0> ,52,<0> ,1020,<0> ,2.1,<0> ,2.6,<0> ,18:59,1,<0> ,12,<0> ,29.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 19:15,0,1,15,,15.7,<0> ,49,<0> ,1020,<0> ,2.4,<0> ,2.8,<0> ,19:10,5,<0> ,5,<0> ,8.2,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 19:30,0,1,15,,14.8,<0> ,50,<0> ,1020,<0> ,1.8,<0> ,2.5,<0> ,19:15,18,<0> ,16,<0> ,1.4,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 19:45,0,1,15,,14.1,<0> ,52,<0> ,1020,<0> ,1.9,<0> ,2.3,<0> ,19:35,11,<0> ,6,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 20:00,0,1,15,,14.0,<0> ,59,<0> ,1021,<0> ,1.6,<0> ,2.2,<0> ,19:59,339,<0> ,6,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 20:15,0,1,15,,14.2,<0> ,63,<0> ,1021,<0> ,1.9,<0> ,2.3,<0> ,20:02,341,<0> ,5,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 20:30,0,1,15,,13.8,<0> ,64,<0> ,1021,<0> ,2.6,<0> ,3.2,<0> ,20:27,348,<0> ,5,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 20:45,0,1,15,,12.8,<0> ,74,<0> ,1021,<0> ,1.7,<0> ,2.8,<0> ,20:30,323,<0> ,23,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 21:00,0,1,15,,12.9,<0> ,71,<0> ,1021,<0> ,1.1,<0> ,2.0,<0> ,20:45,344,<0> ,44,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 21:15,0,1,15,,11.3,<0> ,73,<0> ,1021,<0> ,0.2,<0> ,0.8,<0> ,21:00,296,<0> ,99,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 21:30,0,1,15,,11.1,<0> ,74,<0> ,1021,<0> ,0.6,<0> ,1.3,<0> ,21:18,20,<0> ,67,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 21:45,0,1,15,,9.6,<0> ,71,<0> ,1021,<0> ,0.5,<0> ,1.1,<0> ,21:30,145,<0> ,23,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 22:00,0,1,15,,9.3,<0> ,76,<0> ,1021,<0> ,1.8,<0> ,2.6,<0> ,21:50,122,<0> ,18,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 22:15,0,1,15,,8.7,<0> ,82,<0> ,1021,<0> ,0.7,<0> ,1.7,<0> ,22:00,115,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 22:30,0,1,15,,8.4,<0> ,77,<0> ,1021,<0> ,0.4,<0> ,2.2,<0> ,22:18,4,<0> ,49,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 22:45,0,1,15,,8.5,<0> ,74,<0> ,1021,<0> ,0.4,<0> ,1.1,<0> ,22:42,20,<0> ,49,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 23:00,0,1,15,,8.0,<0> ,77,<0> ,1021,<0> ,1.2,<0> ,2.2,<0> ,22:47,89,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 23:15,0,1,15,,7.9,<0> ,76,<0> ,1021,<0> ,0.9,<0> ,1.6,<0> ,23:00,105,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 23:30,0,1,15,,6.9,<0> ,80,<0> ,1021,<0> ,0.4,<0> ,1.0,<0> ,23:17,107,<0> ,57,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/17/2021 23:45,0,1,15,,6.6,<0> ,84,<0> ,1021,<0> ,0.6,<0> ,1.4,<0> ,23:41,117,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 00:00,0,1,15,,7.1,<0> ,81,<0> ,1021,<0> ,0.4,<0> ,1.1,<0> ,23:46,167,<0> ,68,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 00:15,0,1,15,,7.0,<0> ,84,<0> ,1021,<0> ,2.0,<0> ,3.1,<0> ,00:11,203,<0> ,6,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 00:30,0,1,15,,7.8,<0> ,82,<0> ,1021,<0> ,1.7,<0> ,2.9,<0> ,00:17,235,<0> ,49,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 00:45,0,1,15,,9.3,<0> ,77,<0> ,1021,<0> ,0.8,<0> ,1.6,<0> ,00:31,218,<0> ,29,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 01:00,0,1,15,,10.6,<0> ,66,<0> ,1021,<0> ,1.6,<0> ,3.1,<0> ,00:59,140,<0> ,18,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 01:15,0,1,15,,10.1,<0> ,67,<0> ,1021,<0> ,2.2,<0> ,3.1,<0> ,01:02,134,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 01:30,0,1,15,,10.7,<0> ,64,<0> ,1021,<0> ,2.5,<0> ,3.4,<0> ,01:26,138,<0> ,7,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 01:45,0,1,15,,10.5,<0> ,64,<0> ,1021,<0> ,2.4,<0> ,3.4,<0> ,01:32,134,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 02:00,0,1,15,,11.2,<0> ,61,<0> ,1021,<0> ,2.1,<0> ,3.1,<0> ,01:48,145,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 02:15,0,1,15,,9.4,<0> ,68,<0> ,1021,<0> ,2.0,<0> ,2.8,<0> ,02:10,165,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 02:30,0,1,15,,8.5,<0> ,72,<0> ,1021,<0> ,2.0,<0> ,2.9,<0> ,02:29,167,<0> ,5,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 02:45,0,1,15,,5.8,<0> ,83,<0> ,1021,<0> ,1.9,<0> ,2.6,<0> ,02:42,171,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 03:00,0,1,15,,5.0,<0> ,87,<0> ,1022,<0> ,1.9,<0> ,2.6,<0> ,02:55,158,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 03:15,0,1,15,,5.3,<0> ,88,<0> ,1022,<0> ,1.6,<0> ,2.3,<0> ,03:00,152,<0> ,9,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 03:30,0,1,15,,5.6,<0> ,88,<0> ,1022,<0> ,0.4,<0> ,1.1,<0> ,03:15,128,<0> ,22,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 03:45,0,1,15,,6.1,<0> ,88,<0> ,1022,<0> ,0.5,<0> ,1.0,<0> ,03:30,80,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 04:00,0,1,15,,5.5,<0> ,90,<0> ,1022,<0> ,0.5,<0> ,1.1,<0> ,03:55,77,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 04:15,0,1,15,,5.9,<0> ,90,<0> ,1022,<0> ,0.8,<0> ,1.3,<0> ,04:00,71,<0> ,6,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 04:30,0,1,15,,4.9,<0> ,89,<0> ,1022,<0> ,0.6,<0> ,1.4,<0> ,04:24,153,<0> ,43,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 04:45,0,1,15,,4.8,<0> ,91,<0> ,1021,<0> ,1.8,<0> ,2.6,<0> ,04:43,196,<0> ,10,<0> ,0.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 05:00,0,1,15,,4.4,<0> ,93,<0> ,1021,<0> ,2.0,<0> ,2.3,<0> ,04:47,203,<0> ,3,<0> ,1.4,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 05:15,0,1,15,,3.7,<0> ,93,<0> ,1021,<0> ,0.9,<0> ,1.7,<0> ,05:00,134,<0> ,18,<0> ,5.5,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 05:30,0,1,15,,3.7,<0> ,94,<0> ,1021,<0> ,0.3,<0> ,1.0,<0> ,05:17,121,<0> ,13,<0> ,18.9,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 05:45,0,1,15,,3.8,<0> ,94,<0> ,1021,<0> ,0.2,<0> ,0.7,<0> ,05:42,118,<0> ,15,<0> ,47.4,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 06:00,0,1,15,,4.1,<0> ,94,<0> ,1022,<0> ,0.3,<0> ,1.1,<0> ,05:58,89,<0> ,12,<0> ,99.8,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 06:15,0,1,15,,5.5,<0> ,93,<0> ,1022,<0> ,0.4,<0> ,1.0,<0> ,06:00,68,<0> ,2,<0> ,156.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 06:30,0,1,15,,6.9,<0> ,89,<0> ,1022,<0> ,0.3,<0> ,1.0,<0> ,06:22,102,<0> ,12,<0> ,227.1,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 06:45,0,1,15,,8.6,<0> ,84,<0> ,1022,<0> ,0.3,<0> ,1.1,<0> ,06:43,143,<0> ,61,<0> ,310.5,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 07:00,0,1,15,,9.8,<0> ,82,<0> ,1022,<0> ,0.9,<0> ,1.6,<0> ,06:58,227,<0> ,10,<0> ,385.3,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 07:15,0,1,15,,11.2,<0> ,75,<0> ,1022,<0> ,0.7,<0> ,1.4,<0> ,07:01,238,<0> ,9,<0> ,461.9,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 07:30,0,1,15,,12.6,<0> ,68,<0> ,1022,<0> ,0.4,<0> ,1.3,<0> ,07:22,250,<0> ,20,<0> ,539.9,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 07:45,0,1,15,,13.7,<0> ,61,<0> ,1022,<0> ,0.8,<0> ,1.9,<0> ,07:42,198,<0> ,46,<0> ,620.3,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 08:00,0,1,15,,14.9,<0> ,52,<0> ,1022,<0> ,2.4,<0> ,5.0,<0> ,07:54,109,<0> ,18,<0> ,700.0,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 08:15,0,1,15,,15.6,<0> ,49,<0> ,1022,<0> ,3.2,<0> ,5.6,<0> ,08:11,94,<0> ,12,<0> ,776.9,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 08:30,0,1,15,,15.9,<0> ,48,<0> ,1021,<0> ,3.2,<0> ,4.7,<0> ,08:18,102,<0> ,11,<0> ,851.8,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 08:45,0,1,15,,16.4,<0> ,47,<0> ,1021,<0> ,2.9,<0> ,4.6,<0> ,08:38,107,<0> ,12,<0> ,926.1,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 09:00,0,1,15,,17.1,<0> ,46,<0> ,1021,<0> ,2.0,<0> ,3.2,<0> ,08:45,117,<0> ,22,<0> ,997.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 09:15,0,1,15,,17.2,<0> ,51,<0> ,1021,<0> ,1.5,<0> ,3.7,<0> ,09:15,260,<0> ,58,<0> ,1063.7,<0> ,0.0,<0> ,
pdbpfmet,P,04/18/2021 09:30,0,1,15,,15.0,<0> ,66,<0> ,1021,<0> ,3.3,<0> ,4.3,<0> ,09:20,309,<0> ,8,<0> ,1124.1,<0> ,0.0,<0> ,
